2208,chinese_dishes,,,,,chinese_dishes,,,,,,,
9059,bocaibanfensi,,,菠菜拌粉丝,,,bocaibanfensi,,,,,,
11801,bocaidangao,,,菠菜蛋糕,,,bocaidangao,,,,,,
11392,bocaihuawenqifengdangao,,,菠菜花纹戚风蛋糕,,,bocaihuawenqifengdangao,,,,,,
11198,bocaijidanjuanbing,,,菠菜鸡蛋卷饼,,,bocaijidanjuanbing,,,,,,
9157,bocaijidantang,,,菠菜鸡蛋汤,,,bocaijidantang,,,,,,
9470,bocaimuerchaodan,,,菠菜木耳炒蛋,,,bocaimuerchaodan,,,,,,
11455,bocaiyimianshala,,,菠菜意面沙拉,,,bocaiyimianshala,,,,,,
12137,bocaizhengdangao,,,菠菜蒸蛋糕,,,bocaizhengdangao,,,,,,
9107,bocaizhengrouwan,,,菠菜蒸肉丸,,,bocaizhengrouwan,,,,,,
10467,bocaizhiqifengdangao,,,菠菜汁戚风蛋糕,,,bocaizhiqifengdangao,,,,,,
7417,bocaizhishouganmian,,,菠菜汁手擀面,,,bocaizhishouganmian,,,,,,
9844,bocaizhuyaotang,,,菠菜猪腰汤,,,bocaizhuyaotang,,,,,,
9045,bodiandangaojuan,,,波点蛋糕卷,,,bodiandangaojuan,,,,,,
10413,bolinhuahuanbinggan,,,柏林花环饼干,,,bolinhuahuanbinggan,,,,,,
11013,bolixinbinggan,,,玻璃心饼干,,,bolixinbinggan,,,,,,
9576,boluochaofan,,,菠萝炒饭,,,boluochaofan,,,,,,
8762,boluochaojituigu,,,菠萝炒鸡腿菇,,,boluochaojituigu,,,,,,
7909,boluofan,,,菠萝饭,,,boluofan,,,,,,
10580,boluofanzhuandangao,,,菠萝翻转蛋糕,,,boluofanzhuandangao,,,,,,
11927,boluogulaorou1,,,菠萝古老肉,,,boluogulaorou1,,,,,,
12085,boluoguojiangxiaomianbao,,,菠萝果酱小面包,,,boluoguojiangxiaomianbao,,,,,,
8412,boluohuotuipisa,,,菠萝火腿披萨,,,boluohuotuipisa,,,,,,
8808,boluoji,,,菠萝鸡,,,boluoji,,,,,,
8013,boluojichi,,,菠萝鸡翅,,,boluojichi,,,,,,
11728,boluojidingchaofan,,,菠萝鸡丁炒饭,,,boluojidingchaofan,,,,,,
10329,boluojuhaixianfan,,,菠萝焗海鲜饭,,,boluojuhaixianfan,,,,,,
11618,boluopeigenchaofan,,,菠萝培根炒饭,,,boluopeigenchaofan,,,,,,
8769,boluorouwan,,,菠萝肉丸,,,boluorouwan,,,,,,
10498,boluosixikaofu,,,菠萝四喜烤麸,,,boluosixikaofu,,,,,,
10668,boluosuantianpaigu,,,菠萝酸甜排骨,,,boluosuantianpaigu,,,,,,
8125,boluoxiaren,,,菠萝虾仁,,,boluoxiaren,,,,,,
10028,boluoyoutiaoxia,,,菠萝油条虾,,,boluoyoutiaoxia,,,,,,
11328,boluoziranjichi,,,菠萝孜然鸡翅,,,boluoziranjichi,,,,,,
8618,bomianyuyu,,,拨面鱼鱼,,,bomianyuyu,,,,,,
11402,boyujiaozi,,,鲅鱼饺子,,,boyujiaozi,,,,,,
10374,boyumian,,,鲅鱼面,,,boyumian,,,,,,
11877,boyuxiawantang,,,鲅鱼虾丸汤,,,boyuxiawantang,,,,,,
10918,braised_white_gourd_with_soy_sauce,braised white gourd with soy sauce,,红烧冬瓜,,,braised_white_gourd_with_soy_sauce,,,,,,
9322,bubugaoshengpaigu,,,步步高升排骨,,,bubugaoshengpaigu,,,,,,
10302,bukepaibinggan,,,扑克牌饼干,,,bukepaibinggan,,,,,,
10958,buxieyangyanhuaguocha,,,补血养颜花果茶,,,buxieyangyanhuaguocha,,,,,,
10111,caidoumenfan,,,菜豆焖饭,,,caidoumenfan,,,,,,
11598,caidoumenzhuti,,,菜豆焖猪蹄,,,caidoumenzhuti,,,,,,
10278,caiganpaiguzhou,,,菜干排骨粥,,,caiganpaiguzhou,,,,,,
11604,caihongdangao,,,彩虹蛋糕,,,caihongdangao,,,,,,
11821,caihongluodangao,,,彩虹裸蛋糕,,,caihongluodangao,,,,,,
11582,caihongyu,,,彩虹鱼,,,caihongyu,,,,,,
10896,caihuachaohuluobu,,,菜花炒胡萝卜,,,caihuachaohuluobu,,,,,,
10609,caihuidangaojuan,,,彩绘蛋糕卷,,,caihuidangaojuan,,,,,,
11343,caijiaobaodupian,,,彩椒爆肚片,,,caijiaobaodupian,,,,,,
10966,caijiaochaohuiguorou,,,彩椒炒回锅肉,,,caijiaochaohuiguorou,,,,,,
9301,caijiaochaoouding,,,彩椒炒藕丁,,,caijiaochaoouding,,,,,,
8565,caijiaochaoyouyu,,,彩椒炒鱿鱼,,,caijiaochaoyouyu,,,,,,
9756,caijiaojiangbanmian,,,彩椒酱拌面,,,caijiaojiangbanmian,,,,,,
11274,caijiaojiding,,,彩椒鸡丁,,,caijiaojiding,,,,,,
10051,caijiaojisi,,,彩椒鸡丝,,,caijiaojisi,,,,,,
8893,caijiaoliangbanjidangan,,,彩椒凉拌鸡蛋干,,,caijiaoliangbanjidangan,,,,,,
9631,caijiaolongliyu,,,彩椒龙利鱼,,,caijiaolongliyu,,,,,,
10138,caijiaoniuroupian,,,彩椒牛肉片,,,caijiaoniuroupian,,,,,,
10582,caimomihuzhou,,,菜沫米糊粥,,,caimomihuzhou,,,,,,
11182,caipupaiguzhou,,,菜圃排骨粥,,,caipupaiguzhou,,,,,,
9184,caisejirouwanzi,,,彩色鸡肉丸子,,,caisejirouwanzi,,,,,,
10932,caiseshuguoshala,,,彩色蔬果沙拉,,,caiseshuguoshala,,,,,,
9033,caishumifandanbing,,,彩蔬米饭蛋饼,,,caishumifandanbing,,,,,,
9489,caishunaitunjituirou,,,彩蔬奶炖鸡腿肉,,,caishunaitunjituirou,,,,,,
9023,caixinchaomifan,,,菜心炒米饭,,,caixinchaomifan,,,,,,
9269,caixinchaoroupian,,,菜心炒肉片,,,caixinchaoroupian,,,,,,
10996,caixinwuhuarou,,,菜心五花肉,,,caixinwuhuarou,,,,,,
11648,caiyuanchaolachang,,,菜远炒腊肠,,,caiyuanchaolachang,,,,,,
9327,candanlingleisanmingzhi,,,餐蛋另类三明治,,,candanlingleisanmingzhi,,,,,,
9552,caomeibingqilin,,,草莓冰淇淋,,,caomeibingqilin,,,,,,
11798,caomeicaihuidangaojuan,,,草莓彩绘蛋糕卷,,,caomeicaihuidangaojuan,,,,,,
9845,caomeidangaojuan,,,草莓蛋糕卷,,,caomeidangaojuan,,,,,,
12182,caomeidanhuangsu,,,草莓蛋黄酥,,,caomeidanhuangsu,,,,,,
8718,caomeijiangtusi,,,草莓酱吐司,,,caomeijiangtusi,,,,,,
11050,caomeinaixi,,,草莓奶昔,,,caomeinaixi,,,,,,
9703,caomeinaiyoudangao,,,草莓奶油蛋糕,,,caomeinaiyoudangao,,,,,,
11698,caomeinaiyoudangaojuan,,,草莓奶油蛋糕卷,,,caomeinaiyoudangaojuan,,,,,,
11401,caomeinapolunsu,,,草莓拿破仑酥,,,caomeinapolunsu,,,,,,
11891,caomeishengdanlaorendangao,,,草莓圣诞老人蛋糕,,,caomeishengdanlaorendangao,,,,,,
9913,caomeisuannaidanta,,,草莓酸奶蛋挞,,,caomeisuannaidanta,,,,,,
7469,caomeiweibingqilin,,,草莓味冰淇淋,,,caomeiweibingqilin,,,,,,
9831,caomeixiangguazhi,,,草莓香瓜汁,,,caomeixiangguazhi,,,,,,
